,Lieu,Lat,Lon
808,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
809,ὁρμωμένῳ ἀπὸ τῆς Ἀνταιοπολιτῶν,26.8992835,31.517443
810,ἐπὶ τ̣αύτης τῆς κ̣αλλιπόλεως Ἀντινοέων,27.8105625,30.8810025
811,Ἀντινό̣ου,27.8105625,30.8810025
812,ἀπὸ Ἑρμοῦ πόλεως,27.7756214,30.8047827
813,ἀπὸ Πανός,26.565878,31.746075
814,ἐν corrected from ἠν Ἀντινόου,27.8105625,30.8810025
815,ἐν Ἀντινόου πόλει,27.8105625,30.8810025
816,ὁρμωμέν̣η ἀπὸ ταύτης τῆ̣ς καλλιπόλεως Ἀντιν̣ο̣έ̣ων̣,27.8105625,30.8810025
817,ὁρμωμέ̣νου καὶ α̣ὐτοῦ ἀπὸ τῆς αὐτ̣ῆς Ἀντινοέων πόλεως,27.8105625,30.8810025
818,Ἀντινόου,27.8105625,30.8810025
819,Ἀντινόου,27.8105625,30.8810025
820,ἐν ταύτῃ̣ τῇ Ἀντινόου πόλει,27.8105625,30.8810025
821,Ἀν̣τ̣ι̣νόου,27.8105625,30.8810025
822,τῆς αὐτῆς κώμης Ἀφροδίτης,26.833145,31.416623
823,\\κώμης? Ἀφροδίτης,26.833145,31.416623
824,ἀπὸ κώμης Τεμσηυ Σκόρψωμ̣ sic,28.023569,30.708324
825,ἀπὸ κώμης Ἀφροδ̣ίτης,26.833145,31.416623
826,Ἀν̣ταίο̣υ,26.8992835,31.517443
827,ἀπ\\ὸ Ψιναβλα?,26.653194,31.600403
828,εἰς Ἀντινόου,27.8105625,30.8810025
829,ἐν Ἀφροδίτῃ κώ̣μῃ,26.833145,31.416623
830,ἐπὶ κώμης Ἀφροδίτης,26.833145,31.416623
831,ϫⲕⲱⲟⲩ,26.833145,31.416623
832,Κνίδια,36.686188,27.37404
833,Κν̣ίδια,36.686188,27.37404
834,Κνίδ̣ια,36.686188,27.37404
835,Κνίδια,36.686188,27.37404
836,κώμης Ἀφροδιτώ,26.833145,31.416623
837,κώμης Ἀφροδίτω,26.833145,31.416623
838,κώμης Ἀφροδιτώ,26.833145,31.416623
